CRITERIA,PAIN_CAT,ICD_VERSION,ICD9_OR_10,ICD_DESC
Inclusion,Headache,10,G43B1,"Ophthalmoplegic migraine, intractable"
Inclusion,Headache,10,G43C0,"Periodic headache syndromes in child or adult, not intractable"
Inclusion,Headache,10,G43C1,"Periodic headache syndromes in child or adult, intractable"
Inclusion,Headache,10,G43D0,"Abdominal migraine, not intractable"
Inclusion,Headache,10,G43D1,"Abdominal migraine, intractable"
Inclusion,Headache,10,G44001,"Cluster headache syndrome, unspecified, intractable"
Inclusion,Headache,10,G44009,"Cluster headache syndrome, unspecified, not intractable"
Inclusion,Headache,10,G44011,"Episodic cluster headache, intractable"
Inclusion,Headache,10,G44019,"Episodic cluster headache, not intractable"
Inclusion,Headache,10,G44021,"Chronic cluster headache, intractable"
Inclusion,Headache,10,G44029,"Chronic cluster headache, not intractable"
Inclusion,Headache,10,G44031,"Episodic paroxysmal hemicrania, intractable"
Inclusion,Headache,10,G44039,"Episodic paroxysmal hemicrania, not intractable"
Inclusion,Headache,10,G44041,"Chronic paroxysmal hemicrania, intractable"
Inclusion,Headache,10,G44049,"Chronic paroxysmal hemicrania, not intractable"
Inclusion,Headache,10,G44051,"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), intractable"
Inclusion,Headache,10,G44059,"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), not intractable"
Inclusion,Headache,10,G44091,"Other trigeminal autonomic cephalgias (TAC), intractable"
Inclusion,Headache,10,G44099,"Other trigeminal autonomic cephalgias (TAC), not intractable"
Inclusion,Headache,10,G44201,"Tension-type headache, unspecified, intractable"
Inclusion,Headache,10,G44209,"Tension-type headache, unspecified, not intractable"
Inclusion,Headache,10,G44211,"Episodic tension-type headache, intractable"
Inclusion,Headache,10,G44219,"Episodic tension-type headache, not intractable"
Inclusion,Headache,10,G44221,"Chronic tension-type headache, intractable"
Inclusion,Headache,10,G44229,"Chronic tension-type headache, not intractable"
Inclusion,Headache,10,G44321,"Chronic post-traumatic headache, intractable"
Inclusion,Headache,10,G44329,"Chronic post-traumatic headache, not intractable"
Inclusion,Headache,10,G4451,Hemicrania continua
Inclusion,Headache,10,G4452,New daily persistent headache (NDPH)
Inclusion,Headache,10,G4453,Primary thunderclap headache
Inclusion,Headache,10,G4459,Other complicated headache syndrome
Inclusion,Headache,10,G4481,Hypnic headache
Inclusion,Misc Pain,10,F4541,Pain disorder exclusively related to psychological factors
Inclusion,Misc Pain,10,F4542,Pain disorder with related psychological factors
Inclusion,Misc Pain,10,G890,Central pain syndrome
Inclusion,Misc Pain,10,G8921,Chronic pain due to trauma
Inclusion,Misc Pain,10,G8922,Chronic post-thoracotomy pain
Inclusion,Misc Pain,10,G8928,Other chronic postprocedural pain
Inclusion,Misc Pain,10,G8929,Other chronic pain
Inclusion,Misc Pain,10,G894,Chronic pain syndrome
Inclusion,Misc Pain,10,K580,Irritable bowel syndrome with diarrhea
Inclusion,Misc Pain,10,K581,Irritable bowel syndrome with constipation
Inclusion,Misc Pain,10,K582,Mixed irritable bowel syndrome
Inclusion,Misc Pain,10,K588,Other irritable bowel syndrome
Inclusion,Misc Pain,10,K589,Irritable bowel syndrome without diarrhea
Inclusion,Misc Pain,10,M26601,"Right temporomandibular joint disorder, unspecified"
Inclusion,Misc Pain,10,M26602,"Left temporomandibular joint disorder, unspecified"
Inclusion,Misc Pain,10,M26603,"Bilateral temporomandibular joint disorder, unspecified"
Inclusion,Misc Pain,10,M26609,"Unspecified temporomandibular joint disorder, unspecified side"
Inclusion,Misc Pain,10,M26611,Adhesions and ankylosis of right temporomandibular joint
Inclusion,Misc Pain,10,M26612,Adhesions and ankylosis of left temporomandibular joint
Inclusion,Misc Pain,10,M26613,Adhesions and ankylosis of bilateral temporomandibular joint
Inclusion,Misc Pain,10,M26619,"Adhesions and ankylosis of temporomandibular joint, unspecified side"
Inclusion,Misc Pain,10,M26621,Arthralgia of right temporomandibular joint
Inclusion,Misc Pain,10,M26622,Arthralgia of left temporomandibular joint
Inclusion,Misc Pain,10,M26623,Arthralgia of bilateral temporomandibular joint
Inclusion,Misc Pain,10,M26629,"Arthralgia of temporomandibular joint, unspecified side"
Inclusion,Misc Pain,10,M26631,Articular disc disorder of right temporomandibular joint
Inclusion,Misc Pain,10,M26632,Articular disc disorder of left temporomandibular joint
Inclusion,Misc Pain,10,M26633,Articular disc disorder of bilateral temporomandibular joint
Inclusion,Misc Pain,10,M26639,"Articular disc disorder of temporomandibular joint, unspecified side"
Inclusion,Misc Pain,10,M2669,Other specified disorders of temporomandibular joint
Inclusion,Misc Pain,10,N3010,Interstitial cystitis (chronic) without hematuria
Inclusion,Misc Pain,10,N3011,Interstitial cystitis (chronic) with hematuria
Inclusion,Misc Pain,10,N3020,Other chronic cystitis without hematuria
Inclusion,Misc Pain,10,N3021,Other chronic cystitis with hematuria
Inclusion,Misc Pain,10,N411,Chronic prostatitis
Inclusion,Misc Pain,10,N94818,Other vulvodynia
Inclusion,Misc Pain,10,N94819,"Vulvodynia, unspecified"
Inclusion,Misc Pain,10,N9489,Other specified conditions associated with female genital organs and menstrual cycle
Inclusion,Misc Pain,10,R102,Pelvic and perineal pain
Inclusion,Misc Pain,10,R52,"Pain, unspecified"
Inclusion,Neck Pain,10,M436,Torticollis
Inclusion,Neck Pain,10,M4641,"Discitis, unspecified, occipito-atlanto-axial region"
Inclusion,Neck Pain,10,M4642,"Discitis, unspecified, cervical region"
Inclusion,Neck Pain,10,M4643,"Discitis, unspecified, cervicothoracic region"
Inclusion,Neck Pain,10,M47011,"Anterior spinal artery compression syndromes, occipito-atlanto-axial region"
Inclusion,Neck Pain,10,M47012,"Anterior spinal artery compression syndromes, cervical region"
Inclusion,Neck Pain,10,M47013,"Anterior spinal artery compression syndromes, cervicothoracic region"
Inclusion,Neck Pain,10,M47014,"Anterior spinal artery compression syndromes, thoracic region"
Inclusion,Neck Pain,10,M47015,"Anterior spinal artery compression syndromes, thoracolumbar region"
Inclusion,Neck Pain,10,M47016,"Anterior spinal artery compression syndromes, lumbar region"
Inclusion,Neck Pain,10,M47019,"Anterior spinal artery compression syndromes, site unspecified"
Inclusion,Neck Pain,10,M47021,"Vertebral artery compression syndromes, occipito-atlanto-axial region"
Inclusion,Neck Pain,10,M47022,"Vertebral artery compression syndromes, cervical region"
Inclusion,Neck Pain,10,M47029,"Vertebral artery compression syndromes, site unspecified"
Inclusion,Neck Pain,10,M4711,"Other spondylosis with myelopathy, occipito-atlanto-axial region"
Inclusion,Neck Pain,10,M4712,"Other spondylosis with myelopathy, cervical region"
Inclusion,Neck Pain,10,M4713,"Other spondylosis with myelopathy, cervicothoracic region"
Inclusion,Neck Pain,10,M4721,"Other spondylosis with radiculopathy, occipito-atlanto-axial region"
Inclusion,Neck Pain,10,M4722,"Other spondylosis with radiculopathy, cervical region"
Inclusion,Neck Pain,10,M4723,"Other spondylosis with radiculopathy, cervicothoracic region"
Inclusion,Neck Pain,10,M47811,"Spondylosis without myelopathy or radiculopathy, occipito-atlanto-axial region"
Inclusion,Neck Pain,10,M47812,"Spondylosis without myelopathy or radiculopathy, cervical region"
Inclusion,Neck Pain,10,M47813,"Spondylosis without myelopathy or radiculopathy, cervicothoracic region"
Inclusion,Neck Pain,10,M47891,"Other spondylosis, occipito-atlanto-axial region"
Inclusion,Neck Pain,10,M47892,"Other spondylosis, cervical region"
Inclusion,Neck Pain,10,M47893,"Other spondylosis, cervicothoracic region"
Inclusion,Neck Pain,10,M4801,"Spinal stenosis, occipito-atlanto-axial region"
Inclusion,Neck Pain,10,M4802,"Spinal stenosis, cervical region"
Inclusion,Neck Pain,10,M4803,"Spinal stenosis, cervicothoracic region"
Inclusion,Neck Pain,10,M5000,"Cervical disc disorder with myelopathy, unspecified cervical region"
Inclusion,Neck Pain,10,M5001,"Cervical disc disorder with myelopathy, high cervical region"
Inclusion,Neck Pain,10,M50020,"Cervical disc disorder with myelopathy, mid-cervical region, unspecified level"
Inclusion,Neck Pain,10,M50021,Cervical disc disorder at C4-C5 level with myelopathy
Inclusion,Neck Pain,10,M50022,Cervical disc disorder at C5-C6 level with myelopathy
Inclusion,Neck Pain,10,M50023,Cervical disc disorder at C6-C7 level with myelopathy
Inclusion,Neck Pain,10,M5003,"Cervical disc disorder with myelopathy, cervicothoracic region"
Inclusion,Neck Pain,10,M5010,"Cervical disc disorder with radiculopathy, unspecified cervical region"
Inclusion,Neck Pain,10,M5011,"Cervical disc disorder with radiculopathy, high cervical region"
Inclusion,Neck Pain,10,M50120,"Mid-cervical disc disorder, unspecified"
Inclusion,Neck Pain,10,M50121,Cervical disc disorder at C4-C5 level with radiculopathy
Inclusion,Neck Pain,10,M50122,Cervical disc disorder at C5-C6 level with radiculopathy
Inclusion,Neck Pain,10,M50123,Cervical disc disorder at C6-C7 level with radiculopathy
Inclusion,Neck Pain,10,M5013,"Cervical disc disorder with radiculopathy, cervicothoracic region"
Inclusion,Neck Pain,10,M5020,"Other cervical disc displacement, unspecified cervical region"
Inclusion,Neck Pain,10,M5021,"Other cervical disc displacement, high cervical region"
Inclusion,Neck Pain,10,M50220,"Other cervical disc displacement, mid-cervical region, unspecified level"
Inclusion,Neck Pain,10,M50221,Other cervical disc displacement at C4-C5 level
Inclusion,Neck Pain,10,M50222,Other cervical disc displacement at C5-C6 level
Inclusion,Neck Pain,10,M50223,Other cervical disc displacement at C6-C7 level
Inclusion,Neck Pain,10,M5023,"Other cervical disc displacement, cervicothoracic region"
Inclusion,Neck Pain,10,M5030,"Other cervical disc degeneration, unspecified cervical region"
Inclusion,Neck Pain,10,M5031,"Other cervical disc degeneration, high cervical region"
Inclusion,Neck Pain,10,M50320,"Other cervical disc degeneration, mid-cervical region, unspecified level"
Inclusion,Neck Pain,10,M50321,Other cervical disc degeneration at C4-C5 level
Inclusion,Neck Pain,10,M50322,Other cervical disc degeneration at C5-C6 level
Inclusion,Neck Pain,10,M50323,Other cervical disc degeneration at C6-C7 level
Inclusion,Neck Pain,10,M5033,"Other cervical disc degeneration, cervicothoracic region"
Inclusion,Neck Pain,10,M5080,"Other cervical disc disorders, unspecified cervical region"
Inclusion,Neck Pain,10,M5081,"Other cervical disc disorders, high cervical region"
Inclusion,Neck Pain,10,M50820,"Other cervical disc disorders, mid-cervical region, unspecified level"
Inclusion,Neck Pain,10,M50821,Other cervical disc disorders at C4-C5 level
Inclusion,Neck Pain,10,M50822,Other cervical disc disorders at C5-C6 level
Inclusion,Neck Pain,10,M50823,Other cervical disc disorders at C6-C7 level
Inclusion,Neck Pain,10,M5083,"Other cervical disc disorders, cervicothoracic region"
Inclusion,Neck Pain,10,M5090,"Cervical disc disorder, unspecified, unspecified cervical region"
Inclusion,Neck Pain,10,M5091,"Cervical disc disorder, unspecified, high cervical region"
Inclusion,Neck Pain,10,M50920,"Unspecified cervical disc disorder, mid-cervical region, unspecified level"
Inclusion,Neck Pain,10,M50921,Unspecified cervical disc disorder at C4-C5 level
Inclusion,Neck Pain,10,M50922,Unspecified cervical disc disorder at C5-C6 level
Inclusion,Neck Pain,10,M50923,Unspecified cervical disc disorder at C6-C7 level
Inclusion,Neck Pain,10,M5093,"Cervical disc disorder, unspecified, cervicothoracic region"
Inclusion,Neck Pain,10,M530,Cervicocranial syndrome
Inclusion,Neck Pain,10,M531,Cervicobrachial syndrome
Inclusion,Neck Pain,10,M5381,"Other specified dorsopathies, occipito-atlanto-axial region"
Inclusion,Neck Pain,10,M5382,"Other specified dorsopathies, cervical region"
Inclusion,Neck Pain,10,M5383,"Other specified dorsopathies, cervicothoracic region"
Inclusion,Neck Pain,10,M5400,"Panniculitis affecting regions of neck and back, site unspecified"
Inclusion,Neck Pain,10,M5401,"Panniculitis affecting regions of neck and back, occipito-atlanto-axial region"
Inclusion,Neck Pain,10,M5402,"Panniculitis affecting regions of neck and back, cervical region"
Inclusion,Neck Pain,10,M5411,"Radiculopathy, occipito-atlanto-axial region"
Inclusion,Neck Pain,10,M5412,"Radiculopathy, cervical region"
Inclusion,Neck Pain,10,M5413,"Radiculopathy, cervicothoracic region"
Inclusion,Neck Pain,10,M542,Cervicalgia
Inclusion,Neck Pain,10,M5481,Occipital neuralgia
Inclusion,Neck Pain,10,M9920,Subluxation stenosis of neural canal of head region
Inclusion,Neck Pain,10,M9921,Subluxation stenosis of neural canal of cervical region
Inclusion,Neck Pain,10,M9930,Osseous stenosis of neural canal of head region
Inclusion,Neck Pain,10,M9931,Osseous stenosis of neural canal of cervical region
Inclusion,Neck Pain,10,M9940,Connective tissue stenosis of neural canal of head region
Inclusion,Neck Pain,10,M9941,Connective tissue stenosis of neural canal of cervical region
Inclusion,Neck Pain,10,M9950,Intervertebral disc stenosis of neural canal of head region
Inclusion,Neck Pain,10,M9951,Intervertebral disc stenosis of neural canal of cervical region
Inclusion,Neck Pain,10,M9960,Osseous and subluxation stenosis of intervertebral foramina of head region
Inclusion,Neck Pain,10,M9961,Osseous and subluxation stenosis of intervertebral foramina of cervical region
Inclusion,Neck Pain,10,M9970,Connective tissue and disc stenosis of intervertebral foramina of head region
Inclusion,Neck Pain,10,M9971,Connective tissue and disc stenosis of intervertebral foramina of cervical region
Inclusion,Neurologic Pain,10,A5215,Late syphilitic neuropathy
Inclusion,Neurologic Pain,10,B0222,Postherpetic trigeminal neuralgia
Inclusion,Neurologic Pain,10,B0223,Postherpetic polyneuropathy
Inclusion,Neurologic Pain,10,E0840,"Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified"
Inclusion,Neurologic Pain,10,E0842,Diabetes mellitus due to underlying condition with diabetic polyneuropathy
Inclusion,Neurologic Pain,10,E0844,Diabetes mellitus due to underlying condition with diabetic amyotrophy
Inclusion,Neurologic Pain,10,E0940,"Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified"
Inclusion,Neurologic Pain,10,E0942,Drug or chemical induced diabetes mellitus with neurological complications with diabetic polyneuropathy
Inclusion,Neurologic Pain,10,E0944,Drug or chemical induced diabetes mellitus with neurological complications with diabetic amyotrophy
Inclusion,Neurologic Pain,10,E1040,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified"
Inclusion,Neurologic Pain,10,E1041,Type 1 diabetes mellitus with diabetic mononeuropathy
Inclusion,Neurologic Pain,10,E1042,Type 1 diabetes mellitus with diabetic polyneuropathy
Inclusion,Neurologic Pain,10,E1043,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy
Inclusion,Neurologic Pain,10,E1044,Type 1 diabetes mellitus with diabetic amyotrophy
Inclusion,Neurologic Pain,10,E1049,Type 1 diabetes mellitus with other diabetic neurological complication
Inclusion,Neurologic Pain,10,E1065,Type 1 diabetes mellitus with hyperglycemia
Inclusion,Neurologic Pain,10,E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified"
Inclusion,Neurologic Pain,10,E1141,Type 2 diabetes mellitus with diabetic mononeuropathy
Inclusion,Neurologic Pain,10,E1142,Type 2 diabetes mellitus with diabetic polyneuropathy
Inclusion,Neurologic Pain,10,E1143,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy
Inclusion,Neurologic Pain,10,E1144,Type 2 diabetes mellitus with diabetic amyotrophy
Inclusion,Neurologic Pain,10,E1149,Type 2 diabetes mellitus with other diabetic neurological complication
Inclusion,Neurologic Pain,10,E1165,Type 2 diabetes mellitus with hyperglycemia
Inclusion,Neurologic Pain,10,E1340,"Other specified diabetes mellitus with diabetic neuropathy, unspecified"
Inclusion,Neurologic Pain,10,E1341,Other specified diabetes mellitus with diabetic mononeuropathy
Inclusion,Neurologic Pain,10,E1342,Other specified diabetes mellitus with diabetic polyneuropathy
Inclusion,Neurologic Pain,10,E1343,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy
Inclusion,Neurologic Pain,10,E1344,Other specified diabetes mellitus with diabetic amyotrophy
Inclusion,Neurologic Pain,10,E1349,Other specified diabetes mellitus with other diabetic neurological complication
Inclusion,Neurologic Pain,10,G500,Trigeminal neuralgia
Inclusion,Neurologic Pain,10,G501,Atypical facial pain
Inclusion,Neurologic Pain,10,G521,Disorders of glossopharyngeal nerve
Inclusion,Neurologic Pain,10,G540,Brachial plexus disorders
Inclusion,Neurologic Pain,10,G541,Lumbosacral plexus disorders
Inclusion,Neurologic Pain,10,G542,"Cervical root disorders, not elsewhere classified"
Inclusion,Neurologic Pain,10,G543,"Thoracic root disorders, not elsewhere classified"
Inclusion,Neurologic Pain,10,G544,"Lumbosacral root disorders, not elsewhere classified"
Inclusion,Neurologic Pain,10,G545,Neuralgic amyotrophy
Inclusion,Neurologic Pain,10,G546,Phantom limb syndrome with pain
Inclusion,Neurologic Pain,10,G547,Phantom limb syndrome without pain
Inclusion,Neurologic Pain,10,G548,Other nerve root and plexus disorders
Inclusion,Neurologic Pain,10,G549,"Nerve root and plexus disorder, unspecified"
Inclusion,Neurologic Pain,10,G55,Nerve root and plexus compressions in diseases classified elsewhere
Inclusion,Neurologic Pain,10,G5610,"Other lesions of median nerve, unspecified upper limb"
Inclusion,Neurologic Pain,10,G5611,"Other lesions of median nerve, right upper limb"
Inclusion,Neurologic Pain,10,G5612,"Other lesions of median nerve, left upper limb"
Inclusion,Neurologic Pain,10,G5613,"Other lesions of median nerve, bilateral upper limbs"
Inclusion,Neurologic Pain,10,G5620,"Lesion of ulnar nerve, unspecified upper limb"
Inclusion,Neurologic Pain,10,G5621,"Lesion of ulnar nerve, right upper limb"
Inclusion,Neurologic Pain,10,G5622,"Lesion of ulnar nerve, left upper limb"
Inclusion,Neurologic Pain,10,G5623,"Lesion of ulnar nerve, bilateral upper limbs"
Inclusion,Neurologic Pain,10,G5630,"Lesion of radial nerve, unspecified upper limb"
Inclusion,Neurologic Pain,10,G5631,"Lesion of radial nerve, right upper limb"
Inclusion,Neurologic Pain,10,G5632,"Lesion of radial nerve, left upper limb"
Inclusion,Neurologic Pain,10,G5633,"Lesion of radial nerve, bilateral upper limbs"
Inclusion,Neurologic Pain,10,G5640,Causalgia of unspecified upper limb
Inclusion,Neurologic Pain,10,G5641,Causalgia of right upper limb
Inclusion,Neurologic Pain,10,G5642,Causalgia of left upper limb
Inclusion,Neurologic Pain,10,G5643,Causalgia of bilateral upper limbs
Inclusion,Neurologic Pain,10,G5680,Other specified mononeuropathies of unspecified upper limb
Inclusion,Neurologic Pain,10,G5681,Other specified mononeuropathies of right upper limb
Inclusion,Neurologic Pain,10,G5682,Other specified mononeuropathies of left upper limb
Inclusion,Neurologic Pain,10,G5683,Other specified mononeuropathies of bilateral upper limbs
Inclusion,Neurologic Pain,10,G5690,Unspecified mononeuropathy of unspecified upper limb
Inclusion,Neurologic Pain,10,G5691,Unspecified mononeuropathy of right upper limb
Inclusion,Neurologic Pain,10,G5692,Unspecified mononeuropathy of left upper limb
Inclusion,Neurologic Pain,10,G5693,Unspecified mononeuropathy of bilateral upper limbs
Inclusion,Neurologic Pain,10,G5700,"Lesion of sciatic nerve, unspecified lower limb"
Inclusion,Neurologic Pain,10,G5701,"Lesion of sciatic nerve, right lower limb"
Inclusion,Neurologic Pain,10,G5702,"Lesion of sciatic nerve, left lower limb"
Inclusion,Neurologic Pain,10,G5703,"Lesion of sciatic nerve, bilateral lower limbs"
Inclusion,Neurologic Pain,10,G5710,"Meralgia paresthetica, unspecified lower limb"
Inclusion,Neurologic Pain,10,G5711,"Meralgia paresthetica, right lower limb"
Inclusion,Neurologic Pain,10,G5712,"Meralgia paresthetica, left lower limb"
Inclusion,Neurologic Pain,10,G5713,"Meralgia paresthetica, bilateral lower limbs"
Inclusion,Neurologic Pain,10,G5720,"Lesion of femoral nerve, unspecified lower limb"
Inclusion,Neurologic Pain,10,G5721,"Lesion of femoral nerve, right lower limb"
Inclusion,Neurologic Pain,10,G5722,"Lesion of femoral nerve, left lower limb"
Inclusion,Neurologic Pain,10,G5723,"Lesion of femoral nerve, bilateral lower limbs"
Inclusion,Neurologic Pain,10,G5730,"Lesion of lateral popliteal nerve, unspecified lower limb"
Inclusion,Neurologic Pain,10,G5731,"Lesion of lateral popliteal nerve, right lower limb"
Inclusion,Neurologic Pain,10,G5732,"Lesion of lateral popliteal nerve, left lower limb"
Inclusion,Neurologic Pain,10,G5733,"Lesion of lateral popliteal nerve, bilateral lower limbs"
Inclusion,Neurologic Pain,10,G5740,"Lesion of medial popliteal nerve, unspecified lower limb"
Inclusion,Neurologic Pain,10,G5741,"Lesion of medial popliteal nerve, right lower limb"
Inclusion,Neurologic Pain,10,G5742,"Lesion of medial popliteal nerve, left lower limb"
Inclusion,Neurologic Pain,10,G5743,"Lesion of medial popliteal nerve, bilateral lower limbs"
Inclusion,Neurologic Pain,10,G5760,"Lesion of plantar nerve, unspecified lower limb"
Inclusion,Neurologic Pain,10,G5761,"Lesion of plantar nerve, right lower limb"
Inclusion,Neurologic Pain,10,G5762,"Lesion of plantar nerve, left lower limb"
Inclusion,Neurologic Pain,10,G5763,"Lesion of plantar nerve, bilateral lower limbs"
Inclusion,Neurologic Pain,10,G5770,Causalgia of unspecified lower limb
Inclusion,Neurologic Pain,10,G5771,Causalgia of right lower limb
Inclusion,Neurologic Pain,10,G5772,Causalgia of left lower limb
Inclusion,Neurologic Pain,10,G5773,Causalgia of bilateral lower limbs
Inclusion,Neurologic Pain,10,G5780,Other specified mononeuropathies of unspecified lower limb
Inclusion,Neurologic Pain,10,G5781,Other specified mononeuropathies of right lower limb
Inclusion,Neurologic Pain,10,G5782,Other specified mononeuropathies of left lower limb
Inclusion,Neurologic Pain,10,G5783,Other specified mononeuropathies of bilateral lower limbs
Inclusion,Neurologic Pain,10,G580,Intercostal neuropathy
Inclusion,Neurologic Pain,10,G587,Mononeuritis multiplex
Inclusion,Neurologic Pain,10,G600,Hereditary motor and sensory neuropathy
Inclusion,Neurologic Pain,10,G601,Refsum's disease
Inclusion,Neurologic Pain,10,G602,Neuropathy in association with hereditary ataxia
Inclusion,Neurologic Pain,10,G603,Idiopathic progressive neuropathy
Inclusion,Neurologic Pain,10,G608,Other hereditary and idiopathic neuropathies
Inclusion,Neurologic Pain,10,G609,"Hereditary and idiopathic neuropathy, unspecified"
Inclusion,Neurologic Pain,10,G610,Guillain-Barre syndrome
Inclusion,Neurologic Pain,10,G611,Serum neuropathy
Inclusion,Neurologic Pain,10,G6181,Chronic inflammatory demyelinating polyneuritis
Inclusion,Neurologic Pain,10,G6182,Multifocal motor neuropathy
Inclusion,Neurologic Pain,10,G6189,Other inflammatory polyneuropathies
Inclusion,Neurologic Pain,10,G621,Alcoholic polyneuropathy
Inclusion,Neurologic Pain,10,G622,Polyneuropathy due to other toxic agents
Inclusion,Neurologic Pain,10,G6281,Critical illness polyneuropathy
Inclusion,Neurologic Pain,10,G6282,Radiation-induced polyneuropathy
Inclusion,Neurologic Pain,10,G6289,Other specified polyneuropathies
Inclusion,Neurologic Pain,10,G63,Polyneuropathy in diseases classified elsewhere
Inclusion,Neurologic Pain,10,G64,Other disorders of peripheral nervous system
Inclusion,Neurologic Pain,10,G650,Sequelae of Guillain-Barre syndrome
Inclusion,Neurologic Pain,10,G651,Sequelae of other inflammatory polyneuropathy
Inclusion,Neurologic Pain,10,G652,Sequelae of toxic polyneuropathy
Inclusion,Neurologic Pain,10,G9001,Carotid sinus syncope
Inclusion,Neurologic Pain,10,G9009,Other idiopathic peripheral autonomic neuropathy
Inclusion,Neurologic Pain,10,G9050,"Complex regional pain syndrome I, unspecified"
Inclusion,Neurologic Pain,10,G90511,Complex regional pain syndrome I of right upper limb
Inclusion,Neurologic Pain,10,G90512,Complex regional pain syndrome I of left upper limb
Inclusion,Neurologic Pain,10,G90513,"Complex regional pain syndrome I of upper limb, bilateral"
Inclusion,Neurologic Pain,10,G90519,Complex regional pain syndrome I of unspecified upper limb
Inclusion,Neurologic Pain,10,G90521,Complex regional pain syndrome I of right lower limb
Inclusion,Neurologic Pain,10,G90522,Complex regional pain syndrome I of left lower limb
Inclusion,Neurologic Pain,10,G90523,"Complex regional pain syndrome I of lower limb, bilateral"
Inclusion,Neurologic Pain,10,G90529,Complex regional pain syndrome I of unspecified lower limb
Inclusion,Neurologic Pain,10,G9059,Complex regional pain syndrome I of other specified site
Inclusion,Neurologic Pain,10,G990,Autonomic neuropathy in diseases classified elsewhere
Exclusion,Exclusion - Cancer,10,C000,Malignant neoplasm of external upper lip
Exclusion,Exclusion - Cancer,10,C001,Malignant neoplasm of external lower lip
Exclusion,Exclusion - Cancer,10,C002,"Malignant neoplasm of external lip, unspecified"
Exclusion,Exclusion - Cancer,10,C003,"Malignant neoplasm of upper lip, inner aspect"
Exclusion,Exclusion - Cancer,10,C004,"Malignant neoplasm of lower lip, inner aspect"
Exclusion,Exclusion - Cancer,10,C005,"Malignant neoplasm of lip, unspecified, inner aspect"
Exclusion,Exclusion - Cancer,10,C006,"Malignant neoplasm of commissure of lip, unspecified"
Exclusion,Exclusion - Cancer,10,C008,Malignant neoplasm of overlapping sites of lip
Exclusion,Exclusion - Cancer,10,C009,"Malignant neoplasm of lip, unspecified"
Exclusion,Exclusion - Cancer,10,C01,Malignant neoplasm of base of tongue
Exclusion,Exclusion - Cancer,10,C020,Malignant neoplasm of dorsal surface of tongue
Exclusion,Exclusion - Cancer,10,C021,Malignant neoplasm of border of tongue
Exclusion,Exclusion - Cancer,10,C022,Malignant neoplasm of ventral surface of tongue
Exclusion,Exclusion - Cancer,10,C023,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified"
Exclusion,Exclusion - Cancer,10,C024,Malignant neoplasm of lingual tonsil
Exclusion,Exclusion - Cancer,10,C028,Malignant neoplasm of overlapping sites of tongue
Exclusion,Exclusion - Cancer,10,C029,"Malignant neoplasm of tongue, unspecified"
Exclusion,Exclusion - Cancer,10,C030,Malignant neoplasm of upper gum
Exclusion,Exclusion - Cancer,10,C031,Malignant neoplasm of lower gum
Exclusion,Exclusion - Cancer,10,C039,"Malignant neoplasm of gum, unspecified"
Exclusion,Exclusion - Cancer,10,C040,Malignant neoplasm of anterior floor of mouth
Exclusion,Exclusion - Cancer,10,C041,Malignant neoplasm of lateral floor of mouth
Exclusion,Exclusion - Cancer,10,C048,Malignant neoplasm of overlapping sites of floor of mouth
Exclusion,Exclusion - Cancer,10,C049,"Malignant neoplasm of floor of mouth, unspecified"
Exclusion,Exclusion - Cancer,10,C050,Malignant neoplasm of hard palate
Exclusion,Exclusion - Cancer,10,C051,Malignant neoplasm of soft palate
Exclusion,Exclusion - Cancer,10,C052,Malignant neoplasm of uvula
Exclusion,Exclusion - Cancer,10,C058,Malignant neoplasm of overlapping sites of palate
Exclusion,Exclusion - Cancer,10,C059,"Malignant neoplasm of palate, unspecified"
Exclusion,Exclusion - Cancer,10,C060,Malignant neoplasm of cheek mucosa
Exclusion,Exclusion - Cancer,10,C061,Malignant neoplasm of vestibule of mouth
Exclusion,Exclusion - Cancer,10,C062,Malignant neoplasm of retromolar area
Exclusion,Exclusion - Cancer,10,C0680,Malignant neoplasm of overlapping sites of unspecified parts of mouth
Exclusion,Exclusion - Cancer,10,C0689,Malignant neoplasm of overlapping sites of other parts of mouth
Exclusion,Exclusion - Cancer,10,C069,"Malignant neoplasm of mouth, unspecified"
Exclusion,Exclusion - Cancer,10,C07,Malignant neoplasm of parotid gland
Exclusion,Exclusion - Cancer,10,C080,Malignant neoplasm of submandibular gland
Exclusion,Exclusion - Cancer,10,C081,Malignant neoplasm of sublingual gland
Exclusion,Exclusion - Cancer,10,C089,"Malignant neoplasm of major salivary gland, unspecified"
Exclusion,Exclusion - Cancer,10,C090,Malignant neoplasm of tonsillar fossa
Exclusion,Exclusion - Cancer,10,C091,Malignant neoplasm of tonsillar pillar (anterior) (posterior)
